530	00	0	39
474	00	100	49
230	00	0	25
456	00	0	108.9
785	00	0	29
666	00	0	256
449	00	0	19
412	00	0	25
185	00	0	19
650	00	0	39
118	01	0	24.75
41	00	0	35
314	00	0	20
520	00	0	78
211	01	0	39
899	00	0	79
653	00	0	19
760	01	100	59
772	00	0	9.800000000000001
533	00	0	29
993	00	0	29
929	00	0	35.97
654	00	0	145
789	01	0	50
719	00	0	8.5
725	00	0	33
386	00	0	29
337	01	0	50
95	00	0	39
935	00	0	43
706	00	0	112
871	00	0	96
663	01	0	199
601	00	0	79
931	01	100	65
802	00	0	22
77	00	0	33
625	01	0	25
176	00	0	5.8
983	01	0	14.9
881	00	0	42
369	01	0	109
861	00	100	29
610	00	0	19.9
336	00	0	96
918	00	0	49.9
229	00	0	80
939	00	0	69
535	01	0	118
17	01	0	14.9
637	00	0	9
816	00	0	15
614	00	0	179
123	01	0	89
882	01	100	69
987	00	0	39
440	00	0	18
199	00	0	8.5
215	00	0	12
791	01	0	55
125	00	0	29
787	01	0	359
560	00	0	29
409	00	0	38
997	00	0	8.5
372	01	0	240
764	00	0	39
844	01	100	128
644	01	100	79
73	00	0	29
689	00	0	9.9
419	00	0	8.5
755	00	0	69
105	00	0	79
642	00	0	14
732	00	0	19.8
580	00	100	39
109	00	0	70.59999999999999
697	00	0	42
840	00	0	9.5
163	00	0	55
823	00	0	38
198	00	0	39
728	00	0	12
45	00	0	5.8
167	01	0	55.01
487	00	0	20
341	01	0	328
544	00	0	40
888	00	0	50
827	00	0	13.9
354	00	0	9.9
52	01	0	9
568	00	0	16.6
866	01	100	49
800	01	100	59
641	00	0	5.5
158	00	0	35
168	00	0	15
367	01	0	39
549	00	0	102
483	01	0	168
365	01	0	78
62	01	0	49
313	00	0	58
862	00	0	29
894	00	0	6.9
741	00	0	32
121	00	0	68
65	00	0	8.9
585	00	0	7.5
979	01	100	39
334	00	0	35.88
605	00	0	29
835	00	0	5
611	00	0	32
847	00	0	29
383	00	0	29
525	00	0	39
665	00	100	30
288	00	0	35
213	00	0	39
878	00	0	89
427	00	0	20
71	01	0	24
72	00	0	58
433	01	0	39
556	00	0	14
973	01	100	69
194	00	0	49
308	00	0	16
239	00	0	9.9
542	00	0	39
298	00	0	29
489	01	0	78
439	00	0	36.25
606	01	0	76
908	02	100	49
863	00	0	9.800000000000001
792	00	0	17.9
299	01	0	68
257	00	0	14.1
224	00	0	8.5
390	00	0	55
723	00	0	9.5
536	00	0	38
393	00	0	34
263	00	0	288
469	01	0	98
889	00	0	22
91	00	0	9.9
740	00	0	69.5
204	01	0	19.5
774	00	0	29.9
359	00	0	25
900	00	0	70
557	00	0	19
985	00	0	70
618	01	0	19.9
283	00	0	66
849	01	0	196
734	00	0	9.800000000000001
85	00	0	33
743	00	0	19
574	00	0	9.9
56	00	0	18
374	00	0	8
381	00	0	25
250	00	0	35
47	00	0	19
952	00	0	128
190	00	0	5
60	01	0	42
49	00	0	39
967	00	0	13
414	00	0	9.5
226	00	0	18
424	01	0	27
429	00	0	79
63	00	0	5.5
377	00	0	19.99
446	00	0	99
196	00	0	70.8
502	00	0	38
527	00	0	25
353	00	0	25
578	00	0	12.5
917	01	0	98
363	00	0	11.9
350	00	0	23
778	01	0	158
31	00	0	19
524	00	0	18
244	01	0	55
484	01	0	105
837	00	0	56
7	00	0	13.9
430	00	0	55
771	01	0	118
970	00	0	96
829	00	0	23
151	00	0	15.5
357	00	0	14.5
490	00	0	14
656	00	0	58
395	00	0	27.38
756	01	0	109
954	00	0	25
258	00	0	30
629	00	0	36
459	01	0	19
596	01	0	219
14	00	0	14.2
576	00	0	15
499	00	0	99
217	00	0	18
325	00	0	15
304	00	0	68
132	00	0	9.9
784	00	0	9.9
550	00	0	20
473	00	0	98
42	00	0	9.5
812	01	0	97
34	00	0	68
466	00	0	96
767	00	0	115
107	01	0	9
559	01	0	38
421	01	0	98
406	01	0	55
24	00	0	9.800000000000001
850	01	0	29
733	00	0	83
512	00	0	5
418	00	0	8.800000000000001
150	01	0	128
995	01	0	72.5
254	00	0	25
700	00	0	18
76	00	0	198
762	00	0	39
736	00	0	69
296	00	0	38
234	01	0	29
468	01	0	39.5
729	00	0	16.5
394	00	0	13.9
941	00	0	55
684	00	0	58
493	01	0	99
289	00	0	39
58	00	0	57.2
117	00	0	55
39	00	0	37
154	01	0	18
83	00	0	18
256	00	0	10
643	01	100	39
615	00	0	15
398	00	0	19
442	01	0	228
200	00	0	4.8
108	00	0	35
225	01	0	19.9
573	00	0	15
342	00	0	9.9
773	00	0	9.9
378	00	0	45
959	00	0	239
553	00	0	14.99
5	00	0	8.800000000000001
139	01	0	3
417	00	0	10
661	01	0	243
153	00	0	54
140	00	0	14.2
703	01	0	228
793	00	0	39.9
564	00	0	24
235	01	0	128
310	00	0	14.9
428	00	0	76
526	00	0	29.9
808	00	0	19
401	00	0	24.88
846	00	0	28
338	01	0	115
373	00	0	29
676	00	0	35
826	01	0	166
166	00	0	7.79
807	00	0	22.99
539	00	0	58
497	01	0	59
222	00	0	58
324	00	0	9.9
742	00	0	195
696	01	0	78
960	00	0	27
853	01	100	49
274	00	0	19
915	01	0	79
124	00	0	12
744	00	0	29.99
297	00	0	44.8
815	00	0	126
750	00	0	69
752	00	0	99
36	00	0	38
233	00	0	106
448	00	0	127
35	00	0	10.98
735	00	0	20
136	00	0	60
43	00	0	29
616	00	0	18
909	00	0	9.9
399	01	0	58
240	00	0	14
284	00	100	29
214	01	100	59
709	00	0	15
8	00	0	14.1
695	00	0	19
522	01	0	49
96	00	0	12.8
93	00	0	9.5
839	00	0	55
545	00	0	9.5
958	00	0	55
426	00	0	29
237	01	0	198
962	01	0	182.86
639	01	0	33
896	00	0	33
777	00	0	15
51	00	0	58
179	00	0	5
870	00	100	76
986	01	0	85
164	00	0	39
813	00	0	199
169	01	0	9.199999999999999
875	00	0	40
704	01	0	118
97	00	0	9.9
928	00	0	59
523	00	0	9.800000000000001
782	00	0	21.9
447	00	0	70
906	00	0	8.5
155	00	0	20
662	00	0	29
714	00	0	178
26	00	0	64
538	00	0	80
687	00	0	9.9
930	00	100	89
547	00	0	19
292	00	0	38
806	00	0	8.9
540	00	0	8.300000000000001
396	00	0	8.5
462	01	0	35
248	00	0	39
646	00	0	18
848	00	0	185
3	00	0	8.99
730	01	0	9.9
110	00	0	99
804	00	0	19.8
159	00	0	39.9
923	00	0	34
633	01	0	135
916	01	0	19.99
286	01	0	39
300	00	0	89
984	00	0	9.9
209	00	0	26
546	01	0	78
828	00	0	16
415	00	0	22
593	00	0	35
269	00	0	78
884	00	0	29
758	00	0	35
231	00	0	4.8
537	00	0	9.9
444	00	0	29
315	00	0	7
15	00	0	60
951	00	0	88
99	01	0	13.5
162	00	0	9.5
501	00	0	128
477	01	0	9.5
19	00	0	10
883	01	0	70
938	00	0	9.9
895	00	0	59
587	01	0	194
652	00	0	30
271	00	0	28
268	01	0	55.8
25	01	0	35
330	00	0	19
127	00	0	14.25
790	00	100	39
295	00	0	14
794	00	0	29
548	00	0	17
323	00	0	46
926	01	100	39
753	00	0	35
407	00	0	29
236	00	0	30
872	00	0	58
934	00	0	38
912	01	0	55
434	00	0	88
748	00	0	42
290	00	0	35
838	00	0	35
588	00	0	13
345	00	0	9.9
131	00	0	13.9
66	00	0	19.9
726	00	0	79
788	00	0	6
921	00	0	5
824	00	0	69
157	01	0	96
810	00	0	119
355	00	0	56
463	00	0	70
64	00	0	19
988	00	100	39.5
114	00	0	63
648	00	0	29
943	00	0	69
343	01	0	42
326	01	0	78
932	00	0	21
613	00	0	28
331	00	0	15
874	00	0	29
768	00	0	48
437	00	0	16
694	00	0	138
146	01	0	19.9
898	00	0	9.9
92	00	0	29
327	00	0	31
339	00	0	33
751	00	0	16
335	00	0	9.5
454	00	0	29
672	01	0	98
385	01	0	78
640	01	0	78
405	00	0	36
620	00	0	25
16	00	0	31
371	00	0	28
925	00	0	39.5
496	00	0	20
682	00	0	69
727	00	0	29.99
505	00	0	29
739	00	0	19
453	01	0	96
975	00	0	19.8
671	00	0	36
513	00	0	65
202	00	0	25
317	01	0	43
119	00	0	28
657	01	0	42
12	00	0	16
690	01	0	9.9
423	01	100	99
504	00	0	59
645	00	0	28
189	00	0	35
305	00	0	35
184	00	0	128
59	00	0	27
68	00	0	19
597	00	0	9.800000000000001
432	00	0	18
582	00	0	9.300000000000001
626	00	0	598
963	00	0	8
138	00	0	23
265	01	0	85
364	00	0	19
534	00	0	14.5
212	00	0	11.8
352	00	0	9.9
776	00	0	119
936	00	0	98
552	00	0	33
1000	01	0	39
757	00	0	598
144	00	0	120
86	01	0	39.6
152	00	0	19
845	00	0	39
567	00	0	8.5
511	00	0	108
531	00	0	65
445	01	0	29
515	00	0	19
924	00	0	38
80	01	0	28
392	00	0	18
160	00	0	59
203	00	0	88
100	00	0	39
814	01	0	88
170	00	0	19
143	00	0	5.8
947	00	0	30
711	00	0	13.8
491	00	0	9.800000000000001
243	00	0	10
182	00	0	15.99
267	00	0	27
718	00	0	18
759	01	0	178
384	01	0	89
464	00	0	78
148	00	0	20
366	00	0	19.8
420	00	0	26
472	00	0	59
294	01	0	65
411	01	0	65
563	00	0	18.99
81	00	0	8.98
998	00	100	59
927	00	0	49
892	00	0	38
974	00	0	19.8
197	00	0	27.5
886	01	0	18
946	01	0	78
18	00	0	10.8
376	00	0	19
382	00	0	22
262	00	0	28
765	01	0	118
38	00	0	21
328	00	0	19
436	00	0	36
692	00	0	10
820	00	0	39
11	00	0	28
46	00	0	28
441	00	0	35
942	00	0	29
486	00	0	89
566	01	0	32
902	01	0	18.8
208	00	0	38
673	00	0	75
913	00	0	4.8
897	00	0	33
783	00	0	48
130	00	0	18
187	00	0	14
699	00	0	28
416	00	0	28
901	00	0	38
402	00	0	29
180	00	0	5
944	01	0	178
122	00	0	29
98	00	0	33
281	01	0	76
467	01	0	70
599	01	100	79
27	00	0	8.5
32	01	0	28.95
842	00	0	19
438	00	0	18
956	01	0	240
679	00	0	49
965	01	100	50
852	00	0	7.9
101	01	0	69
210	00	0	27
485	00	0	19.5
276	00	0	108
13	01	0	9
285	00	0	70
905	00	0	239
859	00	0	105
249	00	0	38
508	00	0	336
713	00	100	79
23	00	0	27
494	01	0	66
492	00	0	29
252	00	0	9.800000000000001
688	00	0	258
664	00	0	55
78	00	0	9.5
260	00	0	7.7
781	01	0	58
712	00	0	19.9
887	00	0	39
481	00	0	15
579	00	0	9.9
156	01	0	66.5
514	00	0	39
980	00	0	26.5
631	00	0	55
551	00	0	10.8
400	00	0	29
869	00	100	39.8
261	00	100	33
333	00	0	58.9
738	00	0	17
94	00	0	14
521	00	0	118
220	00	0	4.8
658	00	0	29
554	01	100	55
890	00	0	25
617	00	0	15
978	00	0	19
990	01	0	98
1	01	0	9.5
54	00	0	19
598	00	0	20
482	00	0	98
746	01	0	203
57	01	0	316
966	00	0	17
705	00	0	28
920	00	0	19
572	00	0	118
344	00	0	29.99
37	00	0	33
945	00	0	19
74	00	0	58
796	01	0	98
836	00	0	58
747	00	0	27
589	00	0	8.5
106	00	0	27.99
2	01	0	9.98
678	00	0	29
277	00	0	28
172	00	0	35
75	00	0	6
843	00	0	7.5
518	00	0	39
443	00	0	29
322	00	0	21.5
638	00	0	8.300000000000001
380	00	0	25
950	00	0	12
33	00	0	5
577	00	0	35
368	01	0	25.58
809	00	0	55
89	00	0	36
358	00	0	29
717	00	0	128
681	01	0	116
137	00	0	28
880	01	0	110
142	00	0	12.5
510	01	0	58
873	00	0	29.9
188	01	0	39.5
205	00	0	9.9
221	00	0	15
340	01	0	165
561	00	0	19
801	00	0	16
592	00	0	29
67	00	0	25
858	00	0	25
584	00	0	28
458	00	0	19
311	00	0	18
362	00	0	39
612	00	0	39
949	00	0	12
647	00	0	48
634	01	0	239
251	00	0	39
565	00	0	23
856	00	0	468
195	00	0	65
227	00	0	18
737	00	0	49
999	00	0	28
865	01	0	238
480	01	0	52
321	00	0	49
361	00	0	85
457	00	0	6.9
206	00	0	5.5
498	00	0	29
608	00	0	38
955	00	0	18
821	00	0	87
270	00	0	23.8
562	00	0	65
770	00	0	55
911	00	0	9.91
876	00	0	27.5
854	01	100	35
581	00	0	19
470	00	0	52
624	00	0	29.99
857	00	0	69
460	00	0	118
583	00	0	9.5
425	00	0	7
149	00	0	19
241	00	0	22
685	00	0	38
834	00	0	10.8
82	00	0	12
207	00	0	7.5
982	00	0	35
621	00	0	13
867	00	0	19.8
375	00	0	60
465	00	0	39
408	00	0	35
745	00	0	28.9
868	01	0	98
632	00	0	9.98
971	00	0	29
307	01	0	78
691	00	0	156
731	01	0	98
20	00	0	8.5
69	00	0	5
594	00	0	26
669	01	0	98
683	01	0	29.9
246	00	0	10.5
183	00	0	29
591	00	0	59
506	00	0	129
120	00	0	98
670	00	0	28
674	00	0	98
754	00	0	19
994	00	0	39.5
720	01	0	298
312	00	0	35
413	00	0	29.9
516	00	0	19.9
798	00	0	99
803	00	0	28
461	00	0	15
721	00	0	98
832	00	0	15
860	00	0	18
452	00	0	13.9
607	00	0	20
