78	1508	-1	4	22	2
79	1505	-1	5	25	2
80	1505	-1	5	23	2
81	1504	-1	3	25	2
82	1503	-1	5	24	1
83	2858	3	8	27	2
84	1503	-1	6	41	2
85	1503	-1	6	-1	-1
86	1503	-1	6	-1	-1
87	1502	-1	6	39	2
88	1502	-1	6	25	2
89	1501	1	7	31	2
90	1500	-1	8	29	2
91	1500	-1	3	27	2
92	1500	-1	5	25	2
93	1498	-1	5	26	2
94	1498	-1	6	35	2
95	2850	-1	6	-1	-1
96	1496	-2	7	53	1
97	2849	4	9	41	2
98	1495	-1	7	-1	-1
99	1494	-1	7	32	2
100	1494	-1	5	-1	-1
101	1493	-1	3	-1	-1
102	1493	-1	3	-1	-1
103	1493	-1	4	-1	-1
104	1493	-1	4	-1	-1
105	1492	-1	7	40	2
106	1492	5	7	40	2
107	2843	2	7	31	1
108	1491	-1	4	25	2
109	1491	7	6	23	2
110	2842	7	8	29	2
111	1491	-1	5	30	2
112	1491	-1	5	34	2
113	2841	-1	7	33	2
114	1491	-1	6	-1	-1
115	1490	9	7	27	2
116	2838	-1	8	26	1
117	1488	-1	8	41	2
118	1487	3	6	54	2
119	1487	-1	7	40	2
120	1486	-1	7	43	1
121	1485	-1	2	-1	-1
122	1484	4	9	38	1
123	1484	-1	8	27	2
124	1484	-1	6	-1	-1
125	1484	-1	7	37	2
126	1483	-1	8	30	2
127	1483	0	8	39	2
128	1481	2	9	33	1
129	1478	0	5	23	2
130	1476	-1	5	-1	-1
131	1476	-1	6	30	2
132	1475	0	7	23	2
133	2814	-1	3	-1	-1
134	1474	-1	6	42	2
135	1474	-1	5	-1	-1
136	2807	-1	6	38	1
137	1472	-1	8	34	2
138	1472	-1	5	-1	-1
139	2803	-1	6	31	1
140	1471	-1	6	39	2
141	1471	-1	3	34	1
142	1470	-1	4	23	2
143	1470	-1	4	-1	-1
144	1469	-1	6	31	2
145	1469	-1	6	31	2
146	1468	-1	7	22	2
147	1468	-1	3	38	1
148	1465	0	4	36	2
149	1464	-1	6	36	2
150	1463	-1	5	-1	-1
151	1463	-1	6	24	2
152	2785	2	8	31	2
153	2784	5	8	66	2
154	1462	-1	7	29	2
155	1461	-1	7	30	2
156	1460	-1	6	24	2
157	1459	-1	6	33	1
158	2777	-1	8	32	1
159	2776	-1	8	35	2
160	1458	-1	4	21	2
161	1458	-1	2	-1	-1
162	1458	-1	5	23	2
163	1458	-1	7	22	2
164	1457	-1	7	35	2
165	2772	-1	6	29	2
166	1456	-1	7	22	2
167	1454	-1	6	25	2
168	2765	3	7	27	2
169	1454	-1	3	23	2
170	1453	-1	8	-1	-1
171	1452	0	7	36	2
172	1448	-1	7	39	2
173	1449	0	4	37	2
174	1448	-1	8	-1	-1
175	1449	-1	6	-1	-1
176	1448	-1	5	27	2
177	1447	-1	7	27	2
178	1445	-1	3	-1	-1
179	1444	-1	6	32	2
180	1442	-1	7	35	2
181	1440	2	5	31	2
182	1440	-1	6	35	2
183	1438	-1	5	-1	-1
184	1438	-1	7	42	2
185	1436	-1	6	31	1
186	1436	-1	6	-1	-1
187	1436	-1	5	-1	-1
188	1435	-1	6	47	2
189	1435	-1	5	-1	-1
190	1434	-1	5	22	2
191	1432	-1	5	-1	-1
192	1432	-1	5	23	1
193	1432	-1	7	36	2
194	1431	0	8	30	2
195	1432	-1	6	27	2
196	1431	1	9	31	1
197	1430	-1	6	27	2
198	1430	-1	6	-1	-1
199	1429	-1	4	-1	-1
200	1429	-1	7	24	2
201	1429	-1	6	-1	-1
202	1428	-1	7	31	2
203	2700	-1	6	26	2
204	1426	-1	3	-1	-1
205	1426	-1	3	-1	-1
206	1425	-1	4	-1	-1
207	1425	6	5	22	2
208	1423	-1	7	25	2
209	1421	-1	4	-1	-1
210	1421	-1	5	23	2
211	1418	-1	9	29	2
212	1418	-1	6	31	2
213	1418	-1	11	25	2
214	1417	5	5	26	2
215	1416	-1	7	22	2
216	1415	-1	6	35	1
217	2674	5	8	31	2
218	1415	-1	7	29	2
219	1415	-1	3	-1	-1
220	1414	0	6	52	2
221	1413	-1	7	26	2
222	1413	-1	6	-1	-1
223	1412	0	4	66	2
224	1412	-1	6	-1	-1
225	1411	-1	7	35	2
226	1411	-1	4	-1	-1
227	1410	-1	8	35	2
228	1409	-1	7	40	2
229	1409	-1	6	27	2
230	1407	-1	7	35	1
231	2656	3	7	25	1
232	1407	-1	6	-1	-1
233	1407	2	6	27	2
234	1406	-1	7	48	2
235	1405	-1	7	44	2
236	1405	1	6	33	2
237	1405	-1	6	40	2
238	1405	-1	10	26	1
239	1404	-1	8	38	1
240	1404	-1	8	42	2
241	2650	-1	7	35	2
242	1404	-1	8	35	2
243	1404	-1	4	30	2
244	1402	1	7	26	2
245	1401	-1	6	25	2
246	1401	-1	7	25	2
247	1400	-1	4	25	1
248	1399	2	6	28	2
249	1399	-1	7	39	2
250	1398	-1	6	-1	-1
251	1397	-1	12	-1	-1
252	1395	0	9	33	1
253	1395	-1	3	-1	-1
254	1395	-1	7	28	2
255	1395	-1	6	22	2
256	1392	-1	5	-1	-1
257	1392	-1	6	39	2
258	1391	4	6	25	2
259	1390	0	6	39	1
260	2628	11	7	31	2
261	1388	0	7	30	2
262	1387	-1	7	47	2
263	1388	-1	5	-1	-1
264	1388	-1	7	31	2
265	1387	6	6	26	2
266	1386	-1	7	36	2
267	1385	-1	4	-1	-1
268	1384	2	6	38	2
269	1384	-1	6	36	1
270	1382	2	12	26	1
271	2617	-1	7	-1	-1
272	2615	0	6	33	2
273	1381	-1	6	39	2
274	1380	-1	7	38	2
275	1379	-1	6	-1	-1
276	1379	-1	5	29	2
277	1378	2	6	26	2
278	1377	-1	6	33	2
279	2607	2	8	27	2
280	1376	-1	7	37	2
281	1375	4	6	26	2
282	1374	4	4	21	1
283	1374	1	8	24	1
284	1374	0	7	24	2
285	1374	-1	2	-1	-1
286	1373	-1	7	43	1
287	2602	-1	7	-1	-1
288	2602	-1	7	26	2
289	1371	2	6	22	2
290	1370	-1	7	21	2
291	1370	-1	9	25	1
292	1370	-1	7	40	1
293	1369	-1	3	37	2
294	1369	-1	6	-1	-1
295	1369	-1	6	-1	-1
296	1369	-1	6	24	2
297	1368	1	5	27	2
298	1367	-1	5	-1	-1
299	1367	-1	3	-1	-1
300	1367	-1	7	38	2
301	2590	-1	6	31	2
302	1365	3	6	24	2
303	2588	-1	8	33	2
304	1361	-1	6	-1	-1
305	1360	-1	4	-1	-1
306	1360	1	7	32	2
307	1359	-1	6	36	2
308	2582	2	8	37	2
309	1358	-1	7	26	2
310	1358	2	12	25	2
311	1356	-1	6	30	2
312	1356	-1	7	37	2
313	1356	-1	7	-1	-1
314	1355	-1	4	55	2
315	1354	-1	6	41	1
316	1353	-1	8	22	1
317	3210	-1	8	33	2
318	2563	0	8	31	2
319	2559	4	6	35	1
320	1351	-1	7	30	2
321	1351	-1	4	-1	-1
322	1351	-1	7	41	2
323	1351	-1	6	-1	-1
324	1349	4	4	33	2
325	1349	-1	8	29	2
326	1349	-1	7	-1	-1
327	1348	-1	6	26	1
328	1348	-1	6	-1	-1
329	1346	-1	6	32	2
330	1346	2	6	33	2
331	1345	0	7	33	1
332	1344	-1	3	-1	-1
333	1344	-1	5	30	1
334	1343	-1	6	-1	-1
335	1342	-1	4	23	2
336	1342	-1	6	-1	-1
337	1342	-1	3	26	2
338	1342	-1	8	33	2
339	1342	4	6	25	2
340	2534	0	9	25	2
341	1340	-1	5	52	2
342	1338	5	9	24	2
343	1338	-1	11	-1	-1
344	1338	-1	5	42	2
345	1338	-1	3	-1	-1
346	1338	-1	2	23	1
347	1337	-1	6	28	2
348	1336	-1	8	39	2
349	1335	-1	4	-1	-1
350	1334	-1	5	44	1
351	1333	-1	6	25	2
352	1333	-1	6	-1	-1
353	1333	4	10	30	1
354	1332	-1	6	28	2
355	1332	-1	7	29	2
356	1330	-1	6	-1	-1
357	1330	-1	4	36	1
358	1329	-1	5	-1	-1
359	1329	-1	4	-1	-1
360	1329	-1	6	39	2
361	1329	-1	6	38	2
362	1329	-1	5	-1	-1
363	1329	-1	3	26	2
364	1329	-1	5	31	2
365	2517	-1	7	31	2
366	1328	-1	3	-1	-1
367	2515	-1	7	41	2
368	1327	-1	5	26	1
369	1327	-1	8	35	2
370	1327	5	6	45	2
371	1326	-1	7	21	2
372	1326	-1	5	-1	-1
373	1326	-1	5	-1	-1
374	2511	-1	8	30	2
375	1325	-1	6	21	2
376	1325	0	8	33	1
377	1324	-1	5	30	1
378	1324	-1	2	-1	-1
379	1324	-1	6	35	1
380	1324	-1	7	-1	-1
381	1323	-1	6	34	2
382	1323	7	6	25	2
383	1323	-1	6	-1	-1
384	1322	-1	6	42	2
385	1322	-1	5	-1	-1
386	2504	-1	6	-1	-1
387	1320	-1	9	-1	-1
388	1320	0	6	27	1
389	1320	-1	3	46	2
390	1319	-1	5	-1	-1
391	1319	-1	6	27	2
392	1318	-1	8	26	1
393	1318	-1	4	-1	-1
394	1318	9	4	24	1
395	1318	4	9	30	1
396	2499	3	8	32	2
397	1317	-1	5	38	2
398	1316	-1	5	30	2
399	1315	-1	5	-1	-1
400	1314	-1	5	31	2
401	1313	-1	7	37	2
402	1312	-1	6	26	2
403	1312	-1	4	-1	-1
404	1312	-1	3	-1	-1
405	1311	-1	7	-1	-1
406	1310	-1	7	39	2
407	2482	-1	6	27	2
408	1309	-1	8	31	2
409	1309	-1	9	39	2
410	1308	-1	8	34	2
411	2478	-1	7	40	2
412	1307	-1	7	42	2
413	1306	-1	3	-1	-1
414	1306	-1	8	25	2
415	1306	-1	5	23	2
416	1304	-1	7	27	2
417	1304	-1	4	24	2
418	1303	-1	6	-1	-1
419	1303	-1	6	31	2
420	1303	-1	4	-1	-1
421	1302	-1	7	27	2
422	1301	-1	7	46	2
423	1301	-1	6	23	2
424	1299	7	8	44	2
425	1299	-1	6	-1	-1
426	2461	0	7	28	1
427	1297	-1	6	-1	-1
428	1297	2	6	32	1
429	1296	-1	3	-1	-1
430	1296	-1	5	37	2
431	1296	-1	10	-1	-1
432	1295	-1	6	-1	-1
433	1295	-1	6	28	2
434	1294	-1	4	-1	-1
435	1293	-1	6	-1	-1
436	1293	-1	9	33	2
437	1293	2	11	33	1
438	1292	2	10	34	1
439	2452	0	6	37	2
440	1291	-1	6	36	2
441	1291	-1	5	22	2
442	1290	-1	4	-1	-1
443	1289	-1	9	-1	-1
444	1289	-1	3	24	2
445	1289	-1	6	22	2
446	1288	-1	8	25	2
447	1287	-1	7	29	2
448	1287	-1	6	-1	-1
449	1287	-1	8	-1	-1
450	1286	-1	6	44	1
451	1286	-1	8	-1	-1
452	1284	-1	6	29	2
453	1284	-1	3	-1	-1
454	1284	7	9	48	2
455	1283	0	4	26	2
456	1283	-1	3	34	2
457	1283	-1	8	23	2
458	1282	1	8	32	2
459	1282	-1	7	26	2
460	1281	-1	7	-1	-1
461	1280	-1	6	26	2
462	1279	-1	4	24	2
463	1278	-1	6	27	2
464	1278	-1	7	36	1
465	2431	5	7	27	2
466	1271	1	4	26	1
467	1270	-1	4	23	2
468	1270	-1	7	-1	-1
469	1270	-1	7	43	2
470	1269	-1	8	45	2
471	1269	-1	6	43	2
472	1268	-1	3	-1	-1
473	1268	-1	5	-1	-1
474	1268	-1	6	41	2
475	1268	-1	4	38	2
476	2424	-1	9	44	1
477	1266	-1	4	30	1
478	1266	-1	8	36	2
479	1266	-1	4	-1	-1
480	1266	-1	3	-1	-1
481	1265	-1	7	34	2
482	1265	-1	4	-1	-1
483	1265	-1	4	-1	-1
484	1265	-1	4	-1	-1
485	1265	-1	8	31	2
486	1265	-1	5	44	2
487	1264	-1	7	22	2
488	1264	-1	7	-1	-1
489	1262	-1	6	22	2
490	1262	-1	6	26	2
491	1261	-1	5	-1	-1
492	1260	-1	5	-1	-1
493	1260	-1	6	-1	-1
494	1260	-1	6	23	2
495	1258	-1	4	-1	-1
496	1258	4	9	28	2
497	1258	-1	8	38	2
498	1258	-1	6	30	2
499	1258	-1	6	27	2
500	1258	-1	2	-1	-1
501	1258	-1	6	31	2
502	2407	-1	6	39	2
503	1257	-1	8	45	2
504	1256	-1	4	-1	-1
505	1255	7	6	27	1
506	1255	-1	4	29	1
507	1255	5	4	30	2
508	1254	-1	7	-1	-1
509	1254	2	7	23	2
510	1254	-1	6	35	1
511	1253	-1	6	-1	-1
512	1253	-1	4	-1	-1
513	1252	-1	6	38	2
514	1252	-1	6	-1	-1
515	1252	-1	6	42	1
516	1252	-1	7	30	2
517	1251	-1	7	36	2
518	1251	-1	5	23	2
519	1250	-1	5	-1	-1
520	1250	-1	4	26	2
521	1250	3	7	26	2
522	1250	-1	5	-1	-1
523	1250	-1	6	22	2
524	1249	-1	4	24	2
525	1248	-1	4	25	2
526	1248	-1	7	42	2
527	1247	-1	6	42	2
528	1247	-1	5	24	2
529	1246	-1	7	40	2
530	1245	-1	7	23	2
531	1245	-1	4	37	2
532	1243	-1	7	33	2
533	1242	-1	5	-1	-1
534	1242	-1	5	-1	-1
535	1241	-1	3	-1	-1
536	1241	-1	3	24	2
537	1241	-1	7	25	2
538	1240	-1	4	-1	-1
539	1239	-1	5	-1	-1
540	1239	-1	5	25	2
541	1239	-1	3	-1	-1
542	1237	-1	6	-1	-1
543	1237	-1	4	-1	-1
544	1237	-1	5	30	2
545	1237	-1	6	27	2
546	1235	-1	4	23	1
547	1235	1	6	22	1
548	1235	-1	7	31	1
549	1234	-1	6	23	2
550	1233	-2	6	29	2
551	1233	0	5	27	2
552	1233	-1	8	37	2
553	1233	-1	10	32	1
554	1233	-1	11	36	2
555	1232	-1	7	-1	-1
556	1232	-1	6	30	2
557	1231	2	5	53	1
558	1231	-1	6	21	2
559	1230	-1	9	-1	-1
560	1230	-1	7	37	2
561	1230	-1	5	39	2
562	1230	-1	9	-1	-1
563	1229	-1	7	24	1
564	1228	-1	7	-1	-1
565	1228	-1	6	31	2
566	1228	-1	5	45	2
567	1227	-1	8	32	2
568	1226	-1	7	-1	-1
569	1225	-1	6	29	1
570	1224	-1	5	-1	-1
571	1223	-1	3	-1	-1
572	1223	2	5	33	2
573	1223	5	8	27	1
574	1223	-1	7	57	2
575	1222	-1	6	-1	-1
576	1222	-1	4	47	2
577	1222	-1	7	57	2
578	1221	-1	8	-1	-1
579	2952	-1	9	24	2
580	1216	-1	5	33	2
581	1215	9	6	33	1
582	2929	4	7	28	2
583	1213	-1	6	36	2
584	1213	-1	5	20	2
585	2920	-1	6	38	1
586	1212	-1	5	35	2
587	1212	0	7	50	2
588	1211	-1	5	39	2
589	2913	-1	5	40	2
590	1210	-1	7	50	2
591	1210	-1	5	22	2
592	1210	-1	3	-1	-1
593	2906	2	7	34	2
594	2903	1	6	38	1
595	1209	-1	4	25	2
596	1209	-1	5	27	2
597	1209	1	6	23	2
598	1209	-1	6	-1	-1
599	2896	1	8	33	2
600	1208	-1	8	-1	-1
601	1207	-1	8	41	1
602	1206	-1	4	-1	-1
603	1206	-1	5	24	2
604	1205	-1	6	40	2
605	1205	-1	6	-1	-1
606	1205	-1	4	-1	-1
607	2874	-1	8	41	2
608	1204	-1	7	26	2
609	2872	8	9	38	2
610	2870	-1	8	31	2
611	1204	-1	1	27	1
612	1203	-1	4	32	2
613	2864	3	8	34	2
614	2862	0	7	34	2
615	1202	-1	4	23	2
616	1202	-1	5	23	2
617	1201	-1	7	31	2
618	1201	2	8	32	2
619	2853	-1	6	27	1
620	1199	1	5	28	2
621	1197	-1	6	31	2
622	1197	-1	5	-1	-1
623	2826	-1	7	29	2
624	2825	-1	7	29	2
625	2824	-1	6	-1	-1
626	1195	-1	6	-1	-1
627	2808	0	9	31	2
628	1194	-1	6	39	2
629	1194	-1	7	-1	-1
630	2797	-1	5	27	1
631	2789	3	6	35	2
632	1192	-1	5	26	2
633	1192	1	7	20	2
634	1192	-1	7	38	2
635	1192	-1	4	23	2
636	1192	-1	8	50	2
637	1191	-1	3	-1	-1
638	1191	-1	7	38	2
639	2774	-1	3	29	2
640	2773	-1	5	36	2
641	2773	-1	5	-1	-1
642	1190	-1	3	30	2
643	2752	5	7	30	2
644	1189	-1	6	34	2
645	1188	1	7	-1	-1
646	1188	-1	9	29	1
647	2732	-1	7	30	2
648	1187	-1	5	-1	-1
649	1187	-1	6	-1	-1
650	1186	-1	6	24	2
651	1186	2	8	35	2
652	2708	10	5	28	1
653	1185	-1	5	-1	-1
654	1185	-1	7	44	1
655	1183	-1	4	-1	-1
656	1181	2	6	35	2
657	1181	-1	5	21	2
658	2649	5	7	40	1
659	1179	-1	8	25	2
660	1179	2	3	31	1
661	2645	-1	8	34	2
662	1178	-1	6	31	2
663	1176	-1	2	-1	-1
664	1176	-1	6	-1	-1
665	2610	-1	7	32	2
666	1175	-1	3	-1	-1
667	1174	2	4	34	2
668	1174	3	6	31	2
669	1174	-1	4	33	1
670	1174	0	7	31	2
671	1173	-1	8	37	2
672	1173	-1	2	-1	-1
673	2587	-1	9	53	1
674	1172	-1	6	32	2
675	1172	-1	5	21	2
676	2578	-1	6	42	2
677	2578	4	6	29	2
678	1171	-1	2	-1	-1
679	1171	1	6	23	2
680	2571	-1	3	-1	-1
681	2571	-1	6	41	2
682	1169	-1	8	32	2
683	1168	-1	4	23	2
684	1168	-1	5	-1	-1
685	1168	-1	7	30	2
686	1168	-1	6	27	2
687	1167	-1	6	-1	-1
688	1166	-1	7	34	2
689	1166	-1	6	20	2
690	1166	-1	2	26	2
691	1165	0	6	26	2
692	1164	-1	5	19	1
693	1162	-1	8	28	2
694	1161	-1	9	22	1
695	1161	-1	3	-1	-1
696	1160	-1	8	-1	-1
697	2545	-1	6	35	2
698	1159	-1	6	49	2
699	1159	-1	5	27	2
700	1158	-1	5	-1	-1
701	1157	-1	6	24	2
702	1157	3	7	24	2
703	1157	-1	6	33	2
704	2534	5	9	25	2
705	1155	-1	6	-1	-1
706	1155	-1	7	31	2
707	1155	-1	7	-1	-1
708	2532	-1	7	30	2
709	2532	-1	5	26	2
710	1154	-1	7	27	2
711	1154	-1	4	20	2
712	1153	-1	6	26	1
713	1150	-1	3	22	2
714	1150	-1	5	24	2
715	1150	-1	3	-1	-1
716	1149	2	9	28	1
717	1149	-1	6	34	2
718	2515	-1	4	-1	-1
719	1147	-1	5	28	2
720	1147	-1	5	-1	-1
721	2510	7	6	29	1
722	1146	-1	6	34	1
723	1146	-1	6	30	2
724	1145	-1	5	21	2
725	1145	-1	6	22	1
726	1145	-1	5	21	2
727	1144	-1	6	30	2
728	1144	-1	7	25	2
729	1143	11	7	25	2
730	1143	-1	7	44	2
731	1143	-1	6	43	1
732	1141	-1	7	25	2
733	1141	-1	7	-1	-1
734	2499	-1	5	40	2
735	1141	-1	7	-1	-1
736	1139	-1	4	25	2
737	1139	-1	6	24	1
738	1138	-1	4	-1	-1
739	1138	-1	5	27	2
740	1138	0	6	23	2
741	1138	-1	3	-1	-1
742	1137	-1	6	-1	-1
743	1136	-1	6	24	2
744	1133	-1	4	-1	-1
745	1133	-1	6	41	2
746	1132	-1	6	-1	-1
747	2475	3	9	56	1
748	1130	-1	9	35	1
749	1129	-1	5	37	2
750	1129	-1	5	43	2
751	1128	-1	6	-1	-1
752	1127	2	8	29	1
753	1126	-1	6	41	2
754	1126	-1	5	-1	-1
755	1125	7	4	40	2
756	1125	-1	5	31	2
757	1125	-1	7	43	2
758	2465	-1	5	-1	-1
759	1124	2	7	45	2
760	1124	-1	4	-1	-1
761	1122	-1	6	34	2
762	1122	-1	6	26	2
763	1121	-1	5	24	2
764	1119	-1	5	41	1
765	1119	-1	9	40	1
766	2457	9	9	35	2
767	2456	-1	6	46	2
768	1117	-1	7	35	2
769	1117	-1	3	-1	-1
770	1114	2	7	25	2
771	1113	-1	6	-1	-1
772	1112	-1	6	24	1
773	1111	-1	4	-1	-1
774	1111	-1	7	25	2
775	1110	-1	3	-1	-1
776	1110	-1	7	29	2
777	1109	-1	8	34	2
778	1108	-1	6	-1	-1
779	1108	-1	7	47	2
780	1108	-1	9	-1	-1
781	2441	1	6	33	2
782	1108	-1	7	43	2
783	1108	-1	4	25	2
784	1107	-1	5	45	2
785	1107	-1	5	-1	-1
786	1106	-1	9	33	1
787	1106	5	7	31	1
788	1105	2	6	26	2
789	1105	2	5	27	2
790	1104	-1	5	25	2
791	1104	-1	5	44	2
792	1104	-1	4	26	2
793	1104	-1	6	38	2
794	1104	-1	5	31	2
795	1103	-1	6	24	2
796	1103	-1	4	-1	-1
797	1102	-1	4	-1	-1
798	1102	-1	7	-1	-1
799	2436	-1	7	28	2
800	1101	-1	8	35	2
801	1100	-1	3	20	2
802	1100	-1	4	-1	-1
803	1099	-1	4	24	2
804	2434	-1	6	40	2
805	1099	-1	5	22	2
806	1096	-1	6	38	2
807	1094	-1	7	23	2
808	1094	-1	7	35	1
809	1093	-1	3	22	2
810	2429	-1	7	30	2
811	1092	-1	6	-1	-1
812	1091	-1	6	24	2
813	1091	-1	7	24	2
814	1091	-1	3	33	2
815	1090	2	6	31	2
816	1090	-1	7	41	2
817	1088	-1	6	42	2
818	1088	1	5	30	2
819	1087	-1	4	29	2
820	1087	-1	3	-1	-1
821	1087	-1	5	27	2
822	1086	-1	7	25	2
823	1086	-1	2	-1	-1
824	1086	-1	5	28	2
825	1086	-1	7	49	2
826	2424	1	8	35	2
827	1084	-1	4	44	2
828	1084	-1	2	-1	-1
829	1084	-1	8	24	2
830	1083	-1	7	44	2
831	1082	-1	6	-1	-1
832	2419	-1	7	31	2
833	1079	-1	4	23	2
834	1079	-1	6	23	2
835	1079	-1	6	29	2
836	1078	-1	8	39	1
837	1078	-1	4	-1	-1
838	1078	-1	4	29	1
839	1077	2	7	35	2
840	1077	-1	6	41	1
841	1077	-1	5	27	2
842	1077	-1	5	27	2
843	1077	3	7	30	2
844	1076	-1	5	30	2
845	1076	2	6	36	2
846	1076	-1	6	28	1
847	1076	-1	7	-1	-1
848	1075	1	7	32	1
849	1075	-1	3	-1	-1
850	1074	1	4	23	2
851	1074	-1	4	-1	-1
852	1073	-1	4	-1	-1
853	1073	-1	6	22	2
854	1073	3	6	21	2
855	1072	-1	4	29	2
856	1071	-1	7	45	2
857	2408	-1	8	35	2
858	1070	-1	5	-1	-1
859	1070	-1	8	27	2
860	1070	-1	6	25	2
861	1070	0	8	22	1
862	1069	-1	5	38	2
863	1068	-1	6	25	2
864	1068	-1	4	-1	-1
865	1067	-1	4	40	1
866	1065	4	5	28	1
867	1065	-1	5	-1	-1
868	1064	-1	6	23	2
869	1061	-1	7	42	2
870	1060	-1	4	45	2
871	1059	-1	6	24	2
872	1058	-1	7	41	2
873	1057	-1	7	35	2
874	1054	-1	7	-1	-1
875	1054	-1	8	-1	-1
876	1054	-1	5	-1	-1
877	1053	-1	6	23	2
878	1053	-1	5	42	1
879	1053	-1	5	21	2
880	1052	-1	5	-1	-1
881	1050	-1	6	29	2
882	1048	-1	4	30	2
883	1047	-1	4	-1	-1
884	1046	-1	6	-1	-1
885	1046	2	2	34	2
886	1045	-1	5	-1	-1
887	1043	-1	3	25	2
888	1043	-1	3	-1	-1
889	1043	-1	5	24	2
890	1042	-1	5	-1	-1
891	1041	-1	6	24	2
892	1040	2	6	34	2
893	1038	2	6	26	2
894	1038	-1	6	-1	-1
895	1038	-1	7	30	1
896	1038	-1	7	24	2
897	1036	-1	6	31	2
898	1036	2	9	22	2
899	1036	-1	6	-1	-1
900	2406	-1	6	42	2
901	2406	3	5	29	1
902	1035	-1	7	-1	-1
903	1034	-1	9	-1	-1
904	1034	-1	6	23	2
905	1033	-1	6	28	2
906	1033	-1	5	-1	-1
907	1033	-1	5	25	2
908	1033	-1	5	-1	-1
909	1031	-1	8	42	1
910	1031	-1	5	-1	-1
911	1030	-1	5	39	2
912	2399	-1	7	48	2
913	1026	-1	6	23	2
914	2398	0	7	27	2
915	1025	-1	5	-1	-1
916	1023	3	6	24	2
917	1023	-1	7	29	2
918	1022	2	10	56	1
919	2389	-1	8	29	2
920	1020	-1	5	32	1
921	1020	-1	3	26	2
922	2386	0	8	28	2
923	1018	-1	6	39	1
924	1018	-1	5	22	2
925	1017	-1	7	25	2
926	1016	-1	5	-1	-1
927	1016	-1	5	25	2
928	1016	-1	6	48	2
929	1016	1	5	26	2
930	2381	-1	7	30	2
931	1014	-1	4	-1	-1
932	1012	-1	6	-1	-1
933	1012	-1	6	-1	-1
934	1012	-1	5	35	2
935	1012	2	6	26	2
936	1011	-1	6	34	1
937	1009	-1	7	40	2
938	2378	1	7	30	2
939	1008	-1	6	23	2
940	2377	-1	8	29	2
941	1008	-1	9	-1	-1
942	1008	-1	7	46	1
943	1007	3	7	27	1
944	1006	-1	3	-1	-1
945	2374	6	8	26	1
946	1005	-1	6	-1	-1
947	2374	2	8	33	1
948	1004	-1	3	-1	-1
949	1003	-1	5	-1	-1
950	1003	2	7	38	2
951	1002	0	6	41	1
952	1001	3	8	23	1
953	1001	-1	6	25	2
954	1001	-1	3	-1	-1
955	1000	-1	5	-1	-1
956	1000	1	6	36	2
957	1000	-1	6	23	2
958	2369	1	8	39	2
959	999	-1	6	23	2
960	999	-1	6	27	2
961	999	-1	8	36	2
962	998	-1	7	-1	-1
963	2367	-1	9	30	2
964	997	-1	5	26	2
965	2363	-1	5	-1	-1
966	2363	-1	10	25	1
967	2361	-1	9	36	2
968	995	-1	7	34	2
969	995	0	7	36	2
970	995	-1	5	36	1
971	2357	3	8	35	1
972	993	-1	6	37	2
973	2355	5	9	32	1
974	991	-1	3	-1	-1
975	991	-1	4	26	1
976	991	4	9	49	2
977	2352	-1	6	42	2
978	990	-1	6	29	2
